-10.7389 -6.35134 -14.8165
-10.7389 -4.35134 -13.719
-10.7389 -2.35134 -13.719
-10.7389 -0.351336 -13.441
-10.7389 1.64866 -12.833
-10.7389 3.64866 -13.664
-8.7389 -6.35134 -12.8145
-8.7389 -4.35134 -12.8145
-8.7389 -2.35134 -11.4935
-8.7389 -0.351336 -9.35575
-8.7389 1.64866 -9.53725
-8.7389 3.64866 -9.53725
-6.7389 -6.35134 -10.9885
-6.7389 -4.35134 -7.64925
-6.7389 -2.35134 -7.64925
-6.7389 -0.351336 -6.52675
-6.7389 1.64866 -13.1043
-6.7389 3.64866 -12.1808
-4.7389 -6.35134 -15.2703
-4.7389 -4.35134 -15.2703
-4.7389 -2.35134 -14.5233
-4.7389 -0.351336 -12.018
-4.7389 1.64866 -6.05375
-4.7389 3.64866 -16.3838
-2.7389 -6.35134 -16.3838
-2.7389 -4.35134 -16.3838
-2.7389 -2.35134 -16.3323
-2.7389 -0.351336 -3.5375
-2.7389 1.64866 -13.233
-2.7389 3.64866 -16.364
-0.738899 -6.35134 -16.364
-0.738899 -4.35134 -16.364
-0.738899 -2.35134 -1.51275
-0.738899 -0.351336 -1.53625
-0.738899 1.64866 -4.76175
-0.738899 3.64866 -4.76175
1.2611 -6.35134 -4.76175
1.2611 -4.35134 -16.3838
1.2611 -2.35134 -16.3838
1.2611 -0.351336 -11.1063
1.2611 1.64866 -16.3838
1.2611 3.64866 -16.3838
3.2611 -6.35134 -16.1928
3.2611 -4.35134 -6.945
3.2611 -2.35134 -9.6715
3.2611 -0.351336 -16.3838
3.2611 1.64866 -16.3838
3.2611 3.64866 -13.8248
5.2611 -6.35134 -13.8248
5.2611 -4.35134 -11.5778
5.2611 -2.35134 -16.1415
5.2611 -0.351336 -16.3838
5.2611 1.64866 -16.3838
5.2611 3.64866 -16.3838
7.2611 -6.35134 -16.3838
7.2611 -4.35134 -16.3838
7.2611 -2.35134 -14.7235
7.2611 -0.351336 -14.7235
7.2611 1.64866 -14.7235
7.2611 3.64866 -14.7235
9.2611 -6.35134 -14.7235
9.2611 -4.35134 -15.4185
9.2611 -2.35134 -15.7905
9.2611 -0.351336 -15.7905
9.2611 1.64866 -15.7905
9.2611 3.64866 -15.7905
